영화명,감독,제작국가,개봉일,장르,누적관객수,누적매출액
좀비파이터,임지환,한국,2020-04-16,공포(호러),,
좋은 여자,전규환,한국,2020-05-28,드라마,,
죽도 서핑 다이어리,이현승,한국,2020-05-07,드라마,,
지푸라기라도 잡고 싶은 짐승들,김용훈,한국,2020-02-19,스릴러,618938.0,5371297170.0
슈팅걸스,배효민,한국,2020-05-06,드라마,,
찬실이는 복도 많지,김초희,한국,2020-03-05,드라마,,
"센베노,평창",곽동철,한국,2020-01-01,다큐멘터리,,
성혜의 나라,정형석,한국,2020-01-30,드라마,,
창은,윤지혜,한국,2020-02-01,드라마,,
설화,최형렬,한국,2020-04-16,스릴러,,
침입자,손원평,한국,2020-06-04,미스터리,529259.0,4788172040.0
서치 아웃,곽정,한국,2020-04-15,스릴러,31624.0,276920520.0
산티아고의 흰 지팡이,이종은,한국,2020-03-19,다큐멘터리,,
파도를 걷는 소년,최창환,한국,2020-05-14,드라마,,
비행,조성빈,한국,2020-03-19,드라마,,
핑크퐁 시네마 콘서트 : 우주대탐험,변희선,한국,2020-01-30,애니메이션,,
바람의 언덕,박석영,한국,2020-04-23,드라마,,
하트,정가영,한국,2020-02-27,드라마,,
해치지않아,손재곤,한국,2020-01-15,코미디,1217492.0,10226508060.0
몽마르트 파파,민병우,한국,2020-01-09,다큐멘터리,,
호텔 레이크,윤은경,한국,2020-04-29,공포(호러),61129.0,517984060.0
혼 : 공포의 시작,유성호,한국,2020-02-13,공포(호러),,
대전 블루스,박철웅,한국,2020-04-23,드라마,,
꼴통 2인조,박준식,한국,2020-04-09,액션,,
김일성의 아이들,김덕영,한국,2020-06-25,다큐멘터리,,
극장판 미니특공대: 공룡왕 디노,이영준,한국,2020-02-06,애니메이션,71671.0,559526960.0
그녀의 비밀정원,김인식,한국,2020-04-22,드라마,,
국도극장,전지희,한국,2020-05-29,드라마,,
공수도,채여준,한국,2020-04-09,액션,,
고양이 집사,이희섭,한국,2020-05-14,다큐멘터리,,
결백,박상현,한국,2020-06-10,드라마,894025.0,7859629340.0
#살아있다,조일형,한국,2020-06-24,드라마,1900331.0,15946026420.0
원더 우먼 1984,팻티 젠킨스,미국,2020-12-23,액션,544186.0,4915085650.0
얼굴없는 보스: 못다한 이야기 감독판,임성용,한국,2020-05-13,범죄,,
청춘빌라 살인사건,신해강,한국,2020-01-02,코미디,,
잊지 않았어요,박용철,한국,2020-01-01,기타,,
호프,마리아 소달,기타,2020-12-17,드라마,,
용감한 토끼 당당이,증헌림,중국,2020-12-17,애니메이션,,
관음증 남편 : 거유 아내,,일본,2020-12-08,드라마,,
리플레이,데이비드 하인즈,미국,2020-12-16,드라마,9933.0,82502050.0
마음 울적한 날엔,"한유원, 강동완, 김남석",한국,2020-10-08,드라마,,
세인트 아가타,대런 린 보우즈만,미국,2020-03-19,공포(호러),9666.0,86641940.0
더 테러리스트,,기타,2020-02-26,범죄,,
디어 마이 지니어스,구윤주,한국,2020-10-22,다큐멘터리,,
더 프롬,라이언 머피,미국,2020-12-02,코미디,23577.0,205048340.0
나의 인생여행,,영국,2020-12-10,드라마,,
엽문 리부트 2020,이입명,중국,2020-11-26,액션,,
해머 오브 갓,파렌 블랙번,영국,2020-11-25,액션,,
인퍼머스,,미국,2020-11-11,범죄,,
얼론,조니 마틴,미국,2020-11-18,액션,,
트라이얼 오브 더 시카고 7,아론 소킨,미국,2020-10-07,드라마,,
프리키 데스데이 순한맛,크리스토퍼 랜던,미국,2020-12-10,코미디,,
스카이와 친구들: 로보시티의 비밀,,기타,2020-12-10,애니메이션,,
머리카락,이미해,한국,2020-12-10,다큐멘터리,,
레벨 16,,캐나다,2020-12-10,스릴러,,
800,관후,중국,2020-12-10,전쟁,14251.0,124573000.0
외설마사지 고삐풀린아내,류타,일본,2020-12-08,드라마,,
아내의 내조 : 빼앗긴 아내,나기라 겐조,일본,2020-12-08,드라마,,
더 게이트,,스페인,2020-12-08,드라마,,
종이꽃,고훈,한국,2020-10-22,드라마,4957.0,42492670.0
그리고 우린 춤을 추었다,레반 아킨,프랑스,2020-11-25,드라마,,
알피니스트 - 어느 카메라맨의 고백,"임일진, 김민철",한국,2020-10-15,다큐멘터리,,
극장판 기븐,야마구치 히카루,일본,2020-11-26,애니메이션,,
불량한 가족,장재일,한국,2020-07-09,코미디,,
파티마의 기적,마르코 폰테코르보,미국,2020-12-03,드라마,14665.0,117531000.0
태양을 삼켜버린 자들,,호주,2020-12-03,범죄,,
로맨틱 코미디,,미국,2020-12-03,다큐멘터리,,
피원에이치 : 새로운 세계의 시작,창,한국,2020-10-08,드라마,,
레전더리 콘서트: 카를로스 클라이버,카를로스 클라이버,독일,2020-12-02,공연,,
누군가 있다,마이클 멜스키,미국,2020-11-27,공포(호러),,
싸이코: 13번째 희생자,,미국,2020-12-01,공포(호러),,
토스카,,이탈리아,2020-12-01,공연,,
저주받은 이야기들,,미국,2020-11-18,코미디,,
미샤 버튼의 감금,,미국,2020-11-18,공포(호러),,
데드맨 스탠딩,,미국,2020-11-17,스릴러,,
루아나의 세계,,미국,2020-11-16,드라마,,
고객센터: 살인예고,,헝가리,2020-11-15,스릴러,,
편의점 알바생 변태사장의교육,한동호,한국,2020-11-13,드라마,,
화이트 블러드,,헝가리,2020-11-04,범죄,,
별에서 온 순임,전지원,한국,2020-11-10,드라마,,
도둑까치,,이탈리아,2020-11-03,공연,,
놈놈놈: 캔자스의 무법자,크리스토퍼 포브스,미국,2020-11-02,액션,,
검은 사제들: 지옥의 문,돈 E. 폰트르로이,"미국,프랑스,기타",2020-11-02,공포(호러),,
해피 데스데이: 악마의 큐피드,스콧 제프리,미국,2020-11-30,공포(호러),,
데빌 인사이드 미,,캐나다,2020-11-30,공포(호러),,
라 보엠,,독일,2020-11-29,공연,,
사이버 브라이드,루이자 워렌,미국,2020-11-25,SF,,
택스 콜렉터,데이비드 에이어,미국,2020-11-18,액션,14498.0,112372040.0
콴타: 외계와의 조우,,호주,2020-11-18,SF,,
스토커 광기의 살인,,헝가리,2020-11-16,스릴러,,
몰록 제물이 된 아이들,,헝가리,2020-11-04,스릴러,,
더 듀얼,,미국,2020-11-19,범죄,,
프린세스 에미: 마법 책의 비밀,피엣 드 라이커,독일,2020-11-26,애니메이션,,
지옥의 묵시록 파이널 컷,프란시스 포드 코폴라,미국,2020-11-26,전쟁,,
런,아니쉬 차간티,미국,2020-11-20,미스터리,280569.0,2576241880.0
프리키 데스데이,크리스토퍼 랜던,미국,2020-11-25,코미디,49292.0,429657150.0
최미역행,판위린,중국,2020-11-25,드라마,,
로그,M.J. 버세트,미국,2020-11-25,액션,,
나이스 걸 라이크 유,,미국,2020-11-18,코미디,,
어게인,조창열,한국,2020-07-30,뮤지컬,,
피아니스트의 마지막 인터뷰,클로드 라롱드,캐나다,2020-11-19,드라마,,
엠티맨,,미국,2020-11-19,공포(호러),,
엑설런트 어드벤쳐 3,딘 패리소트,미국,2020-11-19,어드벤처,,
구직자들,황승재,한국,2020-11-12,SF,,
갱,조바른,한국,2020-01-16,액션,,
걸후드,셀린 시아마,프랑스,2020-11-12,드라마,,
국제수사,김봉한,한국,2020-09-29,코미디,533002.0,4467070550.0
마리 퀴리,마르잔 사트라피,프랑스,2020-11-18,드라마,21591.0,173796150.0
극장판 미니특공대: 햄버거괴물의 습격,이영준,한국,2020-09-30,애니메이션,36813.0,298404180.0
밥정,박혜령,한국,2020-10-07,다큐멘터리,,
무협강호,,중국,2020-11-13,액션,,
극장판 바다 탐험대 옥토넛 : 대산호초 보호작전,,영국,2020-11-12,애니메이션,21904.0,147406000.0
글로리아를 위하여,로베르 게디기앙,"프랑스,이탈리아",2020-10-29,드라마,,
코마,,러시아,2020-11-12,SF,,
메피스토,김동후,한국,2020-09-10,드라마,,
터키쉬 아이스크림,칸 울카이,기타,2020-11-12,코미디,,
매지컬: 공주를 웃겨라,정윤철,한국,2020-09-17,애니메이션,,
더 인터프리터,마틴 술릭,프랑스,2020-11-06,드라마,,
학교는 끝났다,,프랑스,2020-11-04,미스터리,,
아트 오브 더 데드,롤프 카네프스키,미국,2020-11-04,드라마,,
킹덤 오브 헤븐: 디렉터스 컷,리들리 스콧,영국,2020-11-11,액션,15057.0,141342100.0
스윈들러,이동환,한국,2020-10-08,드라마,,
미스터트롯: 더 무비,전수경,한국,2020-10-22,공연,140625.0,1212634900.0
극장판 요괴워치: 포에버 프렌즈,타카하시 시게하루,일본,2020-10-15,애니메이션,9158.0,72925170.0
다만 악에서 구하소서 파이널컷,홍원찬,한국,2020-10-28,액션,34210.0,300157230.0
동아시아반일무장전선,김미례,한국,2020-08-20,다큐멘터리,,
페뷸러스,멜라니 샤르본느,캐나다,2020-11-05,코미디,,
아이 빌리브,,미국,2020-11-05,드라마,,
마음에 부는 바람,윤석호,일본,2020-11-05,기타,,
래드윔프스 안티 안티 제너레이션 2019,,일본,2020-11-05,공연,,
런 위드 더 헌티드,,미국,2020-11-04,범죄,,
나인스 게이트: 아홉 번째 살인,니콜라이 콤메리키,러시아,2020-11-04,어드벤처,,
1917,샘 멘데스,미국,2020-02-19,드라마,858815.0,7767825320.0
레전더리 콘서트: 헤르베르트 폰 카라얀,헤르베르트 폰 카라얀,독일,2020-11-01,공연,,
예쁜엄마,최성은,한국,2020-10-30,드라마,,
여성친구 무삭제,우기상,한국,2020-10-30,기타,,
긴섹충 무삭제,우기상,한국,2020-10-30,기타,,
죽이는 여자,애슐리 해밀턴,미국,2020-08-23,공포(호러),,
기묘한 이야기: 리플레이,,미국,2020-08-23,어드벤처,,
새엄마는 열아홉,최성은,한국,2020-10-19,기타,,
늑대소녀 야생소녀를 교육하다,에로핑,한국,2020-10-19,드라마,,
눈떠보니 제수씨,,일본,2020-10-19,드라마,,
흥건한 유부녀 삼류극장에서의 은밀한 취미,아카바네 류지,일본,2020-10-17,드라마,,
쏠릴땐 옆집 벨을 누른다,아카바네 류지,일본,2020-10-17,드라마,,
비하인드 더 피스,,우즈베키스탄,2020-10-16,전쟁,,
볼빨간 며느리,최성은,한국,2020-10-16,드라마,,
라스트 카우보이,브렛 벤트먼,미국,2020-10-26,액션,,
한지붕 세가족,양호열,한국,2020-10-15,드라마,,
좀비랜드 파이널,,헝가리,2020-10-15,스릴러,,
위험한 삼촌들,양호열,한국,2020-10-15,드라마,,
위자 악마소환게임,헨리크 쿠토,헝가리,2020-10-15,공포(호러),,
목격자들 5번의 살인,,헝가리,2020-10-15,스릴러,,
내 여자의 변태욕정,한길수,한국,2020-10-15,드라마,,
남편상사들2,나기라 겐조,일본,2020-10-15,드라마,,
스트레인지 네이처,,미국,2020-10-29,공포(호러),,
마틴 에덴,피에트로 마르첼로,이탈리아,2020-10-29,드라마,,
마이 리틀 포니: 레인보우 로드 트립,,미국,2020-10-29,애니메이션,,
이비자,,프랑스,2020-10-08,코미디,,
꿀벌과 천둥,이시카와 케이,일본,2020-10-29,드라마,,
뮤지컬 버드나무에 부는 바람,,영국,2020-10-07,뮤지컬,,
포기와 베스,,미국,2020-10-06,공연,,
테슬라,마이클 알메레이다,미국,2020-10-28,드라마,17650.0,140475310.0
셔터: 죽음의 숲,,홍콩,2020-10-27,공포(호러),,
친척 여동생 - 무삭제,최성은,한국,2020-10-05,기타,,
유쾌한 과부,다미아노 미키엘레토,이탈리아,2020-10-02,공연,,
바흐: 숨겨진 작곡가,,영국,2020-10-27,다큐멘터리,,
구르는 수레바퀴,문정윤,한국,2020-09-23,가족,,
옆집 자매,박은석,한국,2020-10-02,드라마,,
지옥의 오르페,"베리 코스키, 마이클 베이어",독일,2020-10-25,공연,,
늙은 부부이야기: 스테이지 무비,신태연,한국,2020-08-19,공연,,
프록시마 프로젝트,앨리스 위노코,프랑스,2020-10-15,드라마,,
예티: 신비한 동물 탐험대,"피에르 그레코, 낸시 플로렌스 사바드",캐나다,2020-10-08,애니메이션,,
마르지엘라,라이너 홀제메르,기타,2020-09-30,다큐멘터리,,
빅샤크3: 젤리몬스터 대소동,신우,중국,2020-07-29,애니메이션,67387.0,520832240.0
더 프린세스 : 도둑맞은 공주,올레말라므,우크라이나,2020-08-12,애니메이션,55398.0,454299300.0
공포체험라디오 4DX,서정희,한국,2020-09-16,공포(호러),,
에브리타임 아이 다이,로비 마이클,미국,2020-10-21,미스터리,,
7월7일,손승현,한국,2020-09-02,드라마,,
팔로우 미,,미국,2020-10-22,스릴러,,
부니베어: 원시시대 대모험,정량,중국,2020-10-22,애니메이션,5006.0,40348600.0
베이비티스,,호주,2020-10-22,코미디,,
"어디갔어, 버나뎃",리차드 링클레이터,미국,2020-10-08,코미디,16651.0,145290000.0
폰조,조쉬 트랭크,미국,2020-10-14,범죄,21069.0,175093650.0
오케이 마담,이철하,한국,2020-08-12,코미디,1225004.0,10957629630.0
카일라스 가는 길,정형민,한국,2020-09-03,다큐멘터리,1699.0,14099960.0
언힌지드,데릭 보트,미국,2020-10-07,스릴러,112613.0,974291550.0
남과 여: 여전히 찬란한,끌로드 를르슈,프랑스,2020-10-15,드라마,,
그리드,마이클 윈터바텀,영국,2020-10-15,코미디,,
안녕까지 30분,,일본,2020-10-14,판타지,,
초미의 관심사,남연우,한국,2020-05-27,드라마,10351.0,82840160.0
그린랜드,릭 로먼 워,미국,2020-09-29,액션,319741.0,2736825130.0
21 브릿지: 테러 셧다운,브라이언 커크,미국,2020-01-01,스릴러,111140.0,861674730.0
뉴클리어: 원전 2020,,영국,2020-10-09,드라마,,
마샤와 곰: 최고 중에 최고,,러시아,2020-10-08,애니메이션,,
트롤 킹,케빈 먼로,기타,2020-10-07,애니메이션,,
해수의 아이,와타나베 아유무,일본,2020-09-30,애니메이션,,
극장판 엉덩이 탐정: 텐텐마을의 수수께끼,시바타 히로키,일본,2020-09-24,애니메이션,7739.0,57135820.0
강철비2 : 정상회담 확장판,양우석,한국,2020-09-30,드라마,,
"그대, 고맙소 : 김호중 생애 첫 팬미팅 무비",,한국,2020-09-29,공연,94361.0,2909954000.0
브레이크 더 사일런스: 더 무비,박준수,한국,2020-09-24,다큐멘터리,122388.0,1078263000.0
에이전트 제이드 블랙,,미국,2020-09-29,액션,,
구멍동서2,이상수,한국,2020-09-28,기타,,
연애 완전 정복 - 무삭제판,김재현,한국,2020-09-24,기타,,
부다페스트 느와르,에바 가르도스,헝가리,2020-09-18,미스터리,,
스파이 전쟁,,영국,2020-09-17,드라마,,
뮤지컬 남극 탐험가는 나를 좋아해,데이빗 혼,미국,2020-09-16,뮤지컬,,
친척동생2,최성은,한국,2020-09-14,기타,,
쌍둥이 여친 과외하기 무삭제판,최정자,한국,2020-09-10,드라마,,
손빨래하는 여자 무삭제판,최정자,한국,2020-09-10,드라마,,
못말리는 며느리,최성은,한국,2020-09-08,기타,,
올드 가드 인 런던,,영국,2020-09-07,액션,,
흔들린 담배: 이웃의 정부가 된 아내,,일본,2020-09-04,드라마,,
친척동생 무삭제,최성은,한국,2020-09-02,기타,,
여동생 무삭제,최성은,한국,2020-09-02,기타,,
싸버린 택배기사,니쿠 미코토,일본,2020-09-02,드라마,,
이 마스나디에리,데이비드 맥비커,이탈리아,2020-09-01,공연,,
우리가 이별 뒤에 알게 되는 것들,아이스링 친-이,캐나다,2020-09-30,드라마,,
극장판 포켓몬스터 뮤츠의 역습 EVOLUTION,"유야마 쿠니히코, 사카키바라 모토노리",일본,2020-09-30,애니메이션,86080.0,690129180.0
교실 안의 야크,,기타,2020-09-30,드라마,,
로스트 바이킹: 전쟁의 신의 아들,,영국,2020-09-24,액션,,
플레인 하이스트,앤드류 로렌스,미국,2020-09-29,액션,,
블러드 킬,제임스 쿨렌 브레삭,미국,2020-09-28,범죄,,
아웃포스트,로드 루리,미국,2020-09-23,전쟁,33070.0,280854970.0
임파서블 미션,,스페인,2020-09-23,액션,,
좀비캠프,데이빗 마탈론,미국,2020-09-25,스릴러,,
터칭 더 보이드,케빈 맥도널드,영국,2020-09-24,다큐멘터리,,
보테로,돈 밀러,캐나다,2020-09-24,다큐멘터리,,
태백권,최상훈,한국,2020-08-20,코미디,,
더 렌탈 : 소리없는 감시자,데이브 프랑코,미국,2020-09-16,공포(호러),6558.0,52655280.0
파이널 킬,저스틴 리,미국,2020-09-21,액션,,
살로메,로메오 카스텔루치,독일,2020-09-20,공연,,
아디오스,파코 카베자스,스페인,2020-07-22,액션,,
어트랙션,"만스 말린드, 비욘 스테인",독일,2020-09-17,드라마,,
사스콰치: 거인 괴물,브래드 더글라스,미국,2020-09-16,공포(호러),,
위 섬온 더 다크니스,,미국,2020-09-17,공포(호러),,
비독: 파리의 황제,장-프랑소와 리셰,프랑스,2020-09-17,액션,,
